cso_id,cso_name_english,cso_name_dhivehi,phone,email,web_presence,registration_number
1204,Jamiyyathul Quruaanil Kareem,ޖަމްޢިއްޔަތުލް ޤުރުއާނިލް ކަރީމް,9903231,,,1272
1205,Jamiyyathul Rahmaa,ޖަމްޢިއްޔަތުއް ރަޙްމާ,7903325,,,1271
1206,Jamiyyathul Risaalaa,ޖަމްޢިއްޔަތުއް ރިސާލާ,9912236/ 7951946,_,,86
1207,Jamiyyathul Roohul Islam,ޖަމްޢިއްޔަތުއް ރޫޙުލް އިސްލާމް,7778891,,,1285
1208,Jamiyyathul Saif,ޖަމްޢިއްޔަތުއް ސައިފް,9927777/ 9909881,jamiyyathussaif@gmail.com,,315
1209,Jamiyyathul Salaah,ޖަމްޢިއްޔަތުލް ޞަލާޙް,_,_,,311
1210,Jamiyyathul Salaam,ޖަމްއިއްޔަތުލް ސަލާމް,9885599,salaam.ngo@gmail.com,,2128
1211,Jamiyyathul Salaf,ޖަމިޢްޔަތުލް ސަލަފް,9965666,admin@salaf.mv,,1270
1212,Jamiyyathul Shabaabu Nilandhoo,ޖަމްޢިއްޔަތުލް ޝަބާބު ނިލަންދޫ,7629476,nilandhu@hotmail.com,,2027
1213,Jamiyyathul Subuhu,ޖަމްޢިއްޔަތުއް ސުބުޙު,7911509,,,1283
1214,Jamiyyathul Taaasee,ޖަމްޢިއްޔަތުއް ތަޢާޞީ,,,,1963
1215,Jamiyyathul Taaavun,ޖަމިއްޔަތުއް ތަޢާވުން,7771301,,,1281
1216,Jamiyyathul Tahfeezil Quruaanil Kareem,ޖަމްޢިއްޔަތު ތަޙްފީޡިލް ޤުރުއާނިލް ކަރީމް,7930036,,,1282
1217,Jamiyyathul Taiseeru,ޖަމްޢިއްޔަތުލް ތައިސީރު,7990660,,,500
1218,Jamiyyathul Taqvaa,ޖަމްޢިއްޔަތުއް ތަޤްވާ,7762321,,,1269
1219,Jamiyyathul Taraabutu,ޖަމްޢިއްޔަތުއް ތަރާބުތު,7708697,,,196
1220,Jamiyyathul Tauheedhi,ޖަމްޢިއްޔަތުއް ތަޢުހީދި,7911848,,,499
1221,Jamiyyathul Ulamaa,ޖަމްޢިއްޔަތުލް ޢުލަމާ,7775982,jamiyyathululamaamaldives@gmail.com,,2609
1222,Jamiyyathul Uloom,ޖަމްޢިއްޔަތުލް އުލޫމް,,,,1960
1223,Jamiyyatu Taaaluf,ޖަމުޢިއްޔަތުއް ތައާލުފް,7568066,,,2174
1224,Jamuiyatutaaavun,ޖަމުޢިއްޔަތުއްތަޢާވުން,"7778790, 7771301",,,1268
1225,Jannatemvee,ޖަންނަތްއެމްވީ,,info@jannahmv.com,,2641
1226,Japan Community of Maldives,އޯޕަން ކޮމިއުނިޓީ އޮފް މޯލްޑިވްސް,9811132,,,1742
1227,Japan Shotokan Karate Association Srilanka - Maldives,ޖަޕާން ޝޮޓަކަން ކަރާޓޭ އެސޯސިއޭޝަން ސްރީލަންކާ - މޯލްޑިވްސް,7761080,bcontact.ei@gmail.com,,2608
1228,Jeelu Empowerment Network,ޖީލު އެމްޕަވާމެންޓް ނެޓްވޯކް,9989411/9134842,info.jeeluempowermentnetwork@gmail.com,,2382
1229,Jewelers Island,ޖުވެލރާސް އައިލެންޑް,7783979 ،‎ 7944384,husenkalo@gmail.com,,2077
1230,Jinslateefunge Rooh,ޖިންސްލަތީފުންގެ ރޫޙް,,,,1266
1231,Jinslateefunge Rookh,ޖިންސްލަޠީފުންގެ ރޫޚް,,,,781
1232,Joint Association for Sports and Environment (JASE),ޖޮއިންޓް އެސޯސިއޭޝަން ފރޮ ސްޕޯޓްސް އެންޑް އެންވަޔަރަމަންޓް (ޖޭސް),7776536,,,2462
1233,Jraanee,ޖރާނީ,"7908515, 7999896",journey.org.mv@gmail.com,,1265
1234,Jubilee Sports Club,ޖިބިއްލީ ސްޕޯޓްސް ކުލަބް,7944034,jamiyyathulqalam@gmail.com,,1906
1235,Judicial Employees Association of Maldives,ޖުޑީޝަލް އެމްޕްލޮއީސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވސް,7785919 / 7774376,jeam.justice@gmail.com,,1264
1236,Junior Chamber International Addu (Maldives),ޖޫނިއރަ ޗެމްބރަ އިންޓރަނޭޝަނަލް އައްޑޫ (މޯލްޑިވްސް),9819819,sg@jciaddu.org,,2654
1237,Junior Chamber International Kaafu (maldives ) (J.C.I Kaafu),ޖޫނިއރަ ޗެމްބރަ އިންޓަނޭޝަނަލް ކާފު (މޯލްޑިވްސް ) (ޖޭ.ސީ.އައި ކާފު),"7890988, 7435858",jcikaafumaldives@gmail.com,,1263
1238,Junior Chamber International Maldives (J.C.I.M),ޖޫނިއރަ ޗެމްބރަ އިންޓރަނޭޝަނަލް މޯލްޑިވްސް (ޖޭ.ސީ.އައި.އެމް),"9696596, 9844468",jcimadives@gmail.com,,1262
1239,Justice Initiative,ޖަސްޓިސް އިނީޝިއޭޓިވް,7779677,,,1261
1240,Justice Society of Maldives,ޖަސްޓިސް ސޮސައިޓީ އޮފް މޯލްޑިވްސް,7900137,,,1260
1241,K.atolhu Madhurasaage Former Students Fanaaru,ކ.އަތޮޅު މަދުރަސާގެ އިސްދަރިވަރުންގެ ފަނާރު,"7795603, 7934586",fanaarukaashidhoo@gmail.com,,594
1242,K.guraidhoo Zuvaanunge Jamiyya,ކ.ގުރައިދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,,,,566
1243,Kaafaa Foundation,ކާފާ ފައުންޑޭޝަން,9777771,kaafafoundation@gmail.com,,2298
1244,Kaamineemagu Ekuveringe Rooh,ކާމިނީމަގު އެކުވެރިންގެ ރޫޙް,77006117904404,,,1259
1245,Kaanu Greenpeace,ކާނު ގްރީންޕީސް,7917244,,,283
1246,Kaashidhoo Club Huvaas,ކާށިދޫ ކްލަބް ހުވާސް,9993149,ahmed.arsham@hotmail.com,,581
1247,Kaashidhoo Environment and Heritage Association,ކާށިދޫ އެންވަޔރަމެންޓް އެންޑް ހެރިޓޭޖް އެސޯސިއޭޝަން,9992553,kaashidhooenvironment@gmail.com,,592
1248,Kaashidhoo Farmers Association (kofsan),ކާށިދޫ ފރާމާސް އެސޯސިއޭޝަން (ކޮފްސަން),7824152,,,591
1249,Kaashidhoo Union Sports Club (key.yoo.see),ކާށިދޫ ޔޫނިއަން ސްޕޯޓްސް ކްލަބް (ކޭ.ޔޫ.ސީ),,,,590
1250,Kaashidhoo Viyafaariveringe Gulhun,ކާށިދޫ ވިޔަފާރިވެރިންގެ ގުޅުން,7751245,,,589
1251,Kaashidhoo Zuvaanunge Jamiyya,ކާށިދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,7826675,,,588
1252,Kabaddi Association of Maldives,ކަބައްޑީ އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7797355,,,1258
1253,Kafikuri Sports Club,ކަފިކުރި ސްޕޯޓްސް ކުލަބް,7851997,kksportsclub@hotmail.com,,250
1254,Kalaidhoo Ekuveringe Jamiyya,ކަލައިދޫ އެކުވެރިންގެ ޖަމްޢިއްޔާ,9970358,,,2275
1255,Kalaidhoo Evolutionary Youth,ކަލައިދޫ އިވަލޫޝަނަރީ ޔޫތް,9819659,,,2274
1256,Kalaidhoo Island Nurturing Society,ކަލައިދޫ އައިލެންޑް ނރާޗަރިނގް ސޮސައިޓީ,,,,2281
1257,Kalaidhoo Sports Club,ކަލައިދޫ ސްޕޯޓްސް ކުލަބް,6800730,,,2278
1258,Kalaidhoo Zuvaanunge Jamiyya,ކަލައިދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,,,,2264
1259,Kaleyfaanu Foundation,ކަލޭފާނު ފައުންޑޭޝަން,,,,2348
1260,Kamadhoo Organization for Development and Environment (koad),ކަމަދޫ އޮގަނައިޒޭޝަން ފރޮ ޑިވެލޮޕްމަންޓް އެންޑް އެންވަޔަރަންމަންޓް (ކޯޑް),7494999,,,406
1261,Kandey Association for Nevais Development and Historical Unity (KANDHU),ކނޮޑޭ އެސޯސިއޭޝަން ފރޮ ނެވައިސް ޑިވެލޮޕްމަންޓް އެންޑް ހިސްޓޯރިކަލް ޔުނިޓީ (ކނަދު),,,,2374
1262,Kandey Empowering Youth (KEY),ކނޮޑޭ އެމްޕަވަރިންގް ޔޫތު (ކީ),,,,2373
1263,Kandey Island Society for Sports Awareness Recreation and Unity (KISSARU),ކނޮޑޭ އައިލެންޑް ސޮސައިޓީ ފރޮ ސްޕޯޓްސް އެވެއރަނަސް ރެކްރިއޭޝަން އެންޑް ޔުނިޓީ (ކިއްސަރު),7997440/9653372,,,2372
1264,Kandey Sports Club,ކނޮޑޭ ސްޕރޯޓްސް ކްލަބް,7600000 / 7954359 / 9844434,kondeysportsclub@hotmail.com,,2371
1265,Kandey Zuvaanunge Jamiyya,ކނޮޑޭ ޒުވާނުންގެ ޖަމްޢިއްޔާ,,kzjkondey@yahoo.com,,2370
1266,"Kanditheemu Association for Neutralness, Development and Integration. (knadi)",ކނަޑިތީމު އެސޯސިއޭޝަން ފރޮ ނެއިބރަލިނެސް، ޑިވެލޮޕްމަންޓް އެންޑް އިންޓރަގްރޭޝަން. (ކނަޑި),7749545,,,180
1267,Kanditheemu Association for Youth Linkage and Involvement (keyli),ކނަޑިތީމު އސޯސިއޭޝަން ފރޯ ޔޫތް ލިންކޭޖް އެންޑް އިންވޯލްވްމަންޓް (ކޭލި),9133968,kayli.mv@gmail.com,,179
1268,Kanditheemu Youth Initiative,ކނަޑިތީމު ޔޫތް އިނީޝިއޭޓިވް,7944471,,,178
1269,Kandoo Sports Club,ކނަޑޫ ސްޕޯޓްސް ކްލަބް,7900489,kandoosportsclub@gmail.com,,2157
1270,Kandoofaa Foundation,ކނަޑޫފާ ފައުންޑޭޝަން,,,,1869
1271,Kanduhulhudhoo Association for Development (KAD),ކނަޑުހުޅުދޫ އެސޯސިއޭޝަން ފރޯ ޑިވެލޮޕްމަންޓް (ކޭޑް),9999913/7590717/9876123,KAD4kanduhulhudhoo@hotmail.com,,2380
1272,Kanduhulhudhoo Enlightening Youth Association,ކނަޑުހުޅުދޫ އެންލައިޓްނިން ޔޫތު އެސޯސިއޭޝަން,9514938/7728721,associationkey@gmail.com,,2383
1273,Kanduhulhudhoo Island Youth Awareness Association,ކނަޑުހުޅުދޫ އައިލެންދް ޔޫތު އެވެއރާނަސް އެސޯސިއޭޝަން,7854780/7894360,kiyaa-p10@hotmail.com,,2381
1274,Kanibidhoo Advancing and Development Unit,ކނިބިދޫ އަޑްވާންސިން އެންޑް ޑިވެލޮޕްމަންޓް ޔުނިޓް,7847604,,,2116
1275,Kanibidhoo Improving Network (KIN),ކނިބިދޫ އިންޕްރޫވިނގް ނެޓްވރާކް (ކިން),7757068,kinetwork@hotmail.com,,2114
1276,Kanibidhoo Youth Society,ކނިބިދޫ ޔޫތް ސޮސައިޓީ,9666338,,,2113
1277,Kanibidhoo Zuvaanunge Gulhun,ކނިބިދޫ ޒުވާނުންގެ ގުޅުން,9651501,,,2112
1278,Kanmathee Boys Sports Club,ކަންމަތީ ބޯއީޒް ސްޕޯޓްސް ކްލަބް,7774525,,,2070
1279,Kanvalu Sports Club,ކަންވަލު ސޮޕޯޓްސް ކްލަބް,9679994/9388886,kanvalusportsclub@gmail.com,,2282
1280,Kashaveti Mansa,ކަށަވެތި މަންސަ,9588838,kasavethimansa@gmail.com,,1809
1281,Kateebu Maniku Foundation,ކަތީބު މަނިކު ފައުންޑޭޝަން,7783690,,,63
1282,Katolaa,ކަޓޮއްލާ,7511616,katollahoadedhoo@gmail.com,,2484
1283,Kedhikulhudhoo Zuvaanunge Dhirun,ކެދިކުޅުދޫ ޒުވާނުންގެ ދިރުން,,,,267
1284,Kee,ކީ,9992992,,,480
1285,Keen On Bright Change,ކީން އޮން ބްރައިޓް ޗޭންޖް,7903200,,,498
1286,Kelaa Naalhi Sports,ކެލާ ނާޅި ސްޕޯޓްސް,7997744,kelaanaalhisports@gmail.com,,16
1287,Kelaa Tutu Foundation,ކެލާ ތުއްތު ފައުންޑޭޝަން,7771990/7786533,info@luckyhiya.com,,1256
1288,Kelaa Youth Forum,ކެލާ ޔޫތު ފޯރަމް,"7941139 , 7910638",ky24february2000@gmail.com,,15
1289,Kendhoo Zuvaanunge Gulhun,ކެންދޫ ޒުވާނުންގެ ގުޅުން,7891235,k.zuvaanungegulhun@gmail.com,,396
1290,Kerira Vitamins Society (C.V),ކެރިއރަ ވިޓަމިންސް ސޮސައިޓީ (ސީވީ),7943031,careervitamin@gmail.com,,2660
1291,Ketiaraa,ކެތިއަރާ,_,kethiaraa@gmail.com,,126
1292,Key for Youth Development,ކިޔު ފރޯ ޔޫތު ޑިވެލޮޕްމަންޓް,7874331,,,2494
1293,Key-Fast Development Linkage,ކިޔު-ފަސްޓް ޑިވެލޮޕްމަންޓް ލިންކޭޖް,7778878,test@gmail.com,,2507
1294,Keyodhoo Isdharivarunge Jamiyya,ކެޔޮދޫ އިސްދަރިވަރުންގެ ޖަމްޢިއްޔާ,9191554،‎ 77347078,kij.keyodhoo@gmail.com,,1977
1295,Keyodhoo Rashvehi Club,ކެޔޮދޫ ރަށްވެހި ކުލަބް,7943731 ،‎ 7916160,rahvehiclub@gmail.com,,1976
1296,Keyodhoo Zuvaanunge Jamiyya,ކެޔޮދޫ ޒުވާނުންގެ ޖަމްޢިއްޔާ,7782555,,,1975
1297,Khaalidhu Foundation,ޚާލިދު ފައުންޑޭޝަން,,,,1937
1298,Kidney Care Maldives,ކިޑްނީ ކެއރަ މޯލްޑިވްސް,,,,1255
1299,Kihaadhoo Development Society,ކިހާދޫ ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,"7927212, 9877220",exco.kids@gmail.com,,402
1300,Kihaadhoo Islanders for Helping All Around (KIHAA),ކިހާދޫ އައިލެންޑރަސް ފރޮ ހެލްޕިނގް އޯލް އެރައުންޑް (ކިހާ),7467607،‎ 7753061,jamiyyakihaa@gmail.com,,401
1301,Kilage Nookashi Community,ކިލަގެ ނޫކަށި ކޮމިޔުނިޓީ,7462297,kilagenookashicommunity@gmail.com,,2080
1302,Kin Sports,ކިން ސްޕޯޓްސް,7785080,,,2115
1303,Kirili,ކިރިލި,7943275,maabaidhooisdharivarungegulhun@gmail.com,,2260
1304,Kite Boarding Association of Maldives,ކައިޓް ބޯޑިނގް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7782090,,,1254
1305,Kites Recreation Club,ކައިޓްސް ރެކުރިއޭޝަން ކްލަބް,7698397/7431231/7830772,,,1253
1306,Kiut,ކިއުޓް,7775791,cute.angolhitheem@gmail.com,,322
1307,Kiyaa,ކިޔާ,9756700,,,1252
1308,Kiyoa Maldives,ކިޔޯ މޯލްޑިވްސް,7799768,,,1510
1309,Knaduhulhudhoo Island Development Society (kids),ކނަޑުހުޅުދޫ އައިލެންޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ (ކިޑްސް),7781099,mhsaeyd@gmail.com,,1257
1310,Knedhikulhudhoo Development and Recreational Society,ކނެދިކުޅުދޫ ޑިވެލޮޕްމަންޓް އެންޑް ރެކްރިއޭޝަނަލް ސޮސައިޓީ,9568790,kdrs.kendhikulhudhoo@gmail.com,,268
1311,Knuburudhoo Innovative Youth Association (KIYA),ކނުބުރުދޫ އިނޮވޭޓިވް ޔޫތު އެސޯސިއޭޝަން (ކިޔާ),_,_,,148
1312,Koamas,ކޯމަސް,7739525/7786719,"www.koamas.com, koams@bizmaldives.com",,2326
1313,Kolamaa,ކޮލަމާ,7776987,kolama.org@gmail.com,,2325
1314,Kolamaafushi Women's Development Association,ކޮލަމާފުށީ ވިމެންސް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7467001,,,2324
1315,Kolamaafushi Youth and Sports Association,ކޮލަމާފުށީ ޔޫތު އެންޑް ސްޕޯޓްސް އެސޯސިއޭޝަން,987883,,,2323
1316,Kolhifushi Zuvaanunge Jamiyya,ކޮޅިފުށި ޒުވާނުންގެ ޖަމްޢިއްޔާ,7940149،‎ 9630706,kzj05021986@gmail.com,,1992
1317,Kolhufushee Ekuveri Club,ކޮޅުފުށީ އެކުވެރި ކްލަބް,9556514 ،‎ 7870570,ekuveri@hotmail.com,,1994
1318,Kolhufushee Zuvaanunge Hiyaa,ކޮޅުފުށީ ޒުވާނުންގެ ހިޔާ,"7945958 , 9921315",,,1995
1319,Kolhufushi Youth Society,ކޮޅުފުށި ޔޫތް ސޮސައިޓީ,7791838,,,1993
1320,Kolhumadulu Veyru Club,ކޮޅުމަޑުލު ވޭރު ކުލަބް,9969609,,,2120
1321,Komaa,ކޮމާ,7310264,comma.maldives@gmail.com,,1527
1322,Komandoo Community Alliance,ކޮމަންޑޫ ކޮމިއުނިޓީ އެލަޔަންސް,9949955 ،‎9782860,komandoo.ca@gmail.com,,205
1323,Konferey Sports Club,ކޮންފެރޭ ސްޕޯޓްސް ކުލަބް,7648422,,,1516
1324,Konvey Maldives,ކޮންވޭ މޯލްޑިވްސް,9631369/9907610,conveye.maldives@gmail.com,,11
1325,Korali Collective,ކޮރަލި ކަލެކްޓިވް,7708886,koralicollective@gmail.com,,1251
1326,Koveli,ކޮވެލި,7835987،‎ 7944566,,,1250
1327,Kraatiuns Sports Club,ކރާޓިއުންސް ސްޕޯޓްސް ކްލަބް,9747173,,,1600
1328,Kudafaree Association for Youth Development,ކުޑަފަރީ އެސޯސިއޭޝަން ފރޮ ޔޫތު ޑިވެލޮޕްމަންޓް,7788531,,,282
1329,Kudafaree Youth Movement,ކުޑަފަރީ ޔޫތް މޫވްމަންޓް,7976364،‎ 7680825,kym.maldives@gmail.com,,266
1330,Kudahusen Sports Association,ކުޑަހުސެން ސްޕޯޓްސް އެސޯސިއޭޝަން,9995823,,,1249
1331,Kudahuvadhoo Association for Fisheries and Environment,ކުޑަހުވަދޫ އެސޯސިއޭޝަން ފރޯ ފިޝަރީޒް އެންޑް އެންވައިރެމެންޓް,7977555,naseer908047@gmail.com,,2062
1332,Kudahuvadhoo Development Association,ކުޑަހުވަދޫ ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7786326 7745215,kdassociation@live.com,,2061
1333,Kudahuvadhoo Island Society,ކުޑަހުވަދޫ އައިލެންޑް ސޮސައިޓީ,7755050,,,2060
1334,Kudahuvadhoo Raynish Ginti,ކުޑަހުވަދޫ ރޭނިސް ގިންތި,7779579،‎ 7949737,reynisginthi1@gmail.com,,2059
1335,Kudahuvadhoo Sports Club,ކުޑަހުވަދޫ ސްޕޯޓްސް ކުލަބް,7946707 / 9922110 / 9782228,,,2058
1336,Kudahuvadhoo Youth Enhancement Society,ކުޑަހުވަދޫ ޔޫތް އެންހޭންސްމަންޓް ސޮސައިޓީ,7989464,Keys2011@gmail.com,,2057
1337,Kudahuvadhoo Zuvaanunge Rooh,ކުޑަހުވަދޫ ޒުވާނުންގެ ރޫޙް,"7903991, 9830414",info.krz@gmail.com,,2083
1338,Kudakudhinge Club,ކުޑަކުދިންގެ ކްލަބް,,,,1248
1339,Kudarikilu Ekuveringe Gulhun,ކުޑަރިކިލު އެކުވެރިންގެ ގުޅުން,"9997085, 9795889",office.keg@gmail.com,,458
1340,Kudarikilu Zuvaanunge Jamiyya,ކުޑަރިކިލު ޒުވާނުންގެ ޖަމްޢިއްޔާ,9195052،‎ 9790320,kuzuja.office@gmail.com,,457
1341,Kudavelu,ކުޑަވެލު,7906883,,,1904
1342,Kudo Federation of Maldives,ކޫޑޯ ފެޑެރޭޝަން އޮފް މޯލްޑިވްސް,7899506,ashham_@hotmail.com,,1247
1343,Kulhudhufushi Dhekunu Avashu Zuvaanunge Dhirun,ކުޅުދުއްފުށި ދެކުނު އަވަށު ޒުވާނުންގެ ދިރުން,_,_,,97
1344,Kulhudhufushi Majlis Club,ކުޅުދުއްފުށި މަގްލަސް ކްލަބް,_,_,,94
1345,Kulhudhufushi Social Gulhun,ކުޅުދުއްފުށި އިޖްތިމާޢީ ގުޅުން,_,_,,96
1346,Kulhudhufushi Zuvaanunge Jamiyya,ކުޅުދުއްފުށި ޒުވާނުންގެ ޖަމްޢިއްޔާ,9690021/ 9804633,,,95
1347,Kulunu,ކުލުނު,9136557,info.kulunu2020@gmail.com,,3
1348,Kumundhoo Revival Initiative,ކުމުންދޫ ރިވައިވަލް އިނީޝިއޭޝަން,,kurevicentre@gmail.com,,130
1349,Kumundhoo Youth Football Club,ކުމުންދޫ ޔޫތު ފުޓްބޯލް ކްލަބް,7921899,raee@dls.com.mv,,1246
1350,Kumundhoo Youth Sports,ކުމުންދޫ ޔޫތު ސްޕޯޓްސް,7552001/ 7877913,youthsports.kumundhoo@gmail.com,,129
1351,Kunahandhoo Island Nomination Group,ކުނަހަންދޫ އައިލެންޑް ނޮމިނޭޝަން ގުރޫޕް,7918387,,,2243
1352,Kunahandhoo Youth Development Society,ކުނަހަންދޫ ޔޫތު ޑިވެލޕޮމެންޓް ސޮސައިޓީ,7740401,hello.kyds@gmail.com,,2285
1353,Kunburudhoo Island Development Society,ކނުބުރުދޫ އައިލެންޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,9879000,jibilleesc@gmail.com,,1905
1354,Kunburudhoo Youth Association,ކނުބުރުދޫ ޔޫތު އެސޯސިއޭޝަން,7844523,,,1903
1355,Kurendhoo Development Club (key.dee.see),(ކުރެންދޫ ޑިވެލޮޕްމަންޓް ކްލަބް (ކޭ.ޑީ.ސީ,7794093,kudeclub08@hotmail.com,,496
1356,Kurendhoo Ekuveringe Namoonaa Sport Club,ކުރެންދޫ އެކުވެރިންގެ ނަމޫނާ ސްޕޯޓް ކްލަބް,7920992,,,495
1357,Kurendhoo Ekuveringe Namoonaa Sports Club,ކުރެންދޫ އެކުވެރިންގެ ނަމޫނާ ސްޕޯޓްސް ކްލަބް,,,,497
1358,"Kurendhoo Environment, Education and Sports Association (keesaa)",ކުރެންދޫ އެންވަޔަރަމަންޓް،އެޑިޔުކޭޝަން އެންޑް ސްޕޯޓްސް އެސޯސިއޭޝަން (ކީސާ),7773649,keesa.info@gmail.com,,494
1359,Kurendhoo Youth Movement (keyvaiem),ކުރެންދޫ ޔޫތު މޫވްމަންޓް (ކޭވައިއެމް),7768875,,,493
1360,Kuri Jamiyya,ކުރި ޖަމްޢިއްޔާ,9780879,kurijamiyya@gmail.com,,2147
1361,Kurigam Youth Association for Development,ކުރިގަމް ޔޫތް އެސޯސިއޭޝަން ފރޯ ޑިވެލޮޕްމަންޓް,7825690/7761581,admin@kyad.com.mv,,2173
1362,Kurimagu Foundation,ކުރިމަގު ފައުންޑޭޝަން,,kurinmagufoundation2016@gmail.com,,1245
1363,L.Fonadhoo Zuvaanunge Gulhun,ލ.ފޮނަދޫ ޒުވާނުންގެ ގުޅުން,9951681,wefonadhoo@hotmail.com,,2172
1364,L.Fonadhoo Zuvaanunge Rooh,ލ.ފޮނަދޫ ޒުވާނުންގެ ރޫޙް,9990938,xuvanungerooh@gmail.com,,2171
1365,L.Hitadhoo Ekuveringe Rooh,ލ.ހިތަދޫ އެކުވެރިންގެ ރޫޙް,7737785,,,2236
1366,L.Hitadhoo Masveringe Association,ލ.ހިތަދޫ މަސްވެރިންގެ އެސޯސިއޭޝަން,9843024,fishers-o11@hotmail.com,,2237
1367,L.K.U Sports Club,އެލް.ކިޔު ސްޕރޯޓްސް ކްލަބް,7868906,lqsportsclub@gmail.com,,1771
1368,L.L. Sports Club (Long Live Sports Club),އެލް.އެލް ސްޕޯޓްސް ކްލަބް (ލޯންގް ލިވް ސްޕޯޓްސް ކްލަބް),9797959،‎ 7922268,llsportsclub@hotmai.com,,2
1369,L.T Sports Club,އެލް.ޓީ ސްޕޯޓްސް ކްލަބް,7323236,ltsportsclub@gmail.com,,1222
1370,L4 Club (L4),އެލް ފޯ ކްލަބް (އެލް.ފޯ),9999609,,,2034
1371,Laaf Club,ލާފް ކްލަބް,7791752,,,1242
1372,Laam Etaa Community Development,ލާމް އިތާ ކޮމިއުނިޓީ ޑިވެލޮޕްމަންޓް,7915185,,,2219
1373,Laamu Advance Movement (LAAM),ލާމު އެޑްވާންސް މޫވްމަންޓް (ލާމު),7774232,laam_advance@live.com,,2218
1374,Laamu Youth Development,ލާމު ޔޫތް ޑިވެލޮޕްމެންޓް,9984111 ،‎7947373,Seretiare.LYD@gmail.com,,2170
1375,Laamu Youth Movement,ލާމު ޔޫތު މޫވްމަންޓް,،‎9980020,shaf.gdhoo@gmail.com,,2168
1376,Laayaa Association,ލާޔާ އެސޯސިއޭޝަން,9879897,text@gmail.com,,2496
1377,Laikeyn,ލައިކޭން,_,_,,132
1378,Land Sea Maldives,ލޭންޑް ސީ މޯލްޑިވްސް,7785326,landseamaldives@gmail.com,,1243
1379,Land and Oceanic Transport Association,ލޭންޑް އެންޑް އޯޝަނިކް ޓްރާންސްޕޯޓް އެސޯސިއޭޝަން,7939292,lotamaildives@gmail.com,,1244
1380,Landhoo Islamic Front for Education (laif),ލަންދޫ އިސްލާމިކް ފްރަންޓް ފރޮ އެޑިޔުކޭޝަން (ލައިފް),9668000,lifejamiyyaa@live.com,,249
1381,Landhoo Sports Club,ލަންދޫ ސްޕޯޓްސް ކުލަބް,9826474,,,248
1382,Landhoo Youth Encouraging Society,ލަންދޫ ޔޫތް އެންކަރޭޖިނގް ސޮސައިޓީ,9979111,lyes.landhoo@gmail.com,,247
1383,Lead Star Sports Club,ލީޑް ސްޓރާ ސްޕޯޓްސް ކްލަބް,7706450,,,222
1384,Leaders Association,ލީޑރާސް އެސޯސިއޭޝަން,"(ރައީސް: މުޙައްމަދު ޝަރީފް) 7633628
(ނައިބު ރައީސް: ނަޞްރު ޙަލީލް) 7994818",leadersmv@gmail.com,,85
1385,Leaders for Youth Development Society,ލީޑރަސް ފރޮ ޔޫތު ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,9663411,,,2217
1386,Leaders of Eydhafushi Advanced Development,ލީޑާސް އޮފް އޭދަފުށި އެޑްވާންސް ޑިވެލޮޕްމަންޓް,9896000،‎ 7794668,,,412
1387,Leisure Sports Club,ލެޝރަ ސްޕޯޓްސް ކްލަބް,7777484,,,1240
1388,Lekros,ލެކްރޮސް,9999377،‎ 7784924,lecrosefonadhoo@gmail.com,,2169
1389,Lekus Foundation,ލެކުސް ފައުންޑޭޝަން,7664157,,,1238
1390,Lentran,ލެންޓރަން,7468264,info@lantern.mv,,357
1391,Lets Do It! Maldives,ލެޓްސް ޑޫ އިޓް! މޯލްޑިވްސް,7774732,,,1239
1392,Lh. Atolhu Madharusaage Former Students Gulhun,ޅ. އަތޮޅު މަދަރުސާގެ އިސްދަރިވަރުންގެ ގުޅުން,,,,490
1393,Lh.atolhu Educational Center Former Students Naadu,ޅ.އަތޮޅުތަޢުލީމީ މަރުކަޒުގެ އިސްދަރިވަރުންގެ ނާޑު,,,,491
1394,Lh.atolhu Madharusaage Former Students Rooh,ޅ.އަތޮޅު މަދަރުސާގެ އިސްދަރިވަރުންގެ ރޫޙް,,,,492
1395,Lhaimagu Development Rooh,ޅައިމަގު އެކުވެރިންގެ ރޫޙް,9869973,lh.ekuveringe.rooh@gmail.com,,203
1396,Lhenveringe Haveeru,ޅެންވެރިންގެ ހަވީރު,7613632,abdullarasheedh7613632@gmail.com,,1852
1397,Lhohee Mativaru,ޅޮހީ މަތިވަރު,,,,273
1398,Lhohee Peace Club,ޅޮހީ ޕީސް ކުލަބް,9979699,lhohipeaceclub@gmail.com,,272
1399,Lhohee Zuvaanunge Club,ޅޮހީ ޒުވާނުންގެ ކްލބަ,7478222,,,271
1400,Lhohi Islamic Movement,ޅޮހި އިސްލާމިކް މޫވްމެންޓް,9142219,limlholhi@gmail.com,,278
