facility_id,facility_name,facility_type,island_id,matched_island_name,atoll_id,matched_atoll_name,address,rooms,beds,berths,phone,email,website,fax,resort_phone,resort_email,resort_fax,operator,owner_lessee,management,match_score,match_status,facility_type_original,atoll_name,island_name
520,Island Safari 1,vessel,,,,,,9,21,0,3332504,admin@aimomaldives.com,,,,,,"Aimo Travels Pvt Ltd 
Hulhumale' Lot No. 10019
Beach Road
Male', Republic of Maldives","Aimo Travels Pvt Ltd 
Hulhumale' Lot No. 10019
Beach Road
Male', Republic of Maldives",,,no_island_provided,Vessel,,
521,Island Safari 2,vessel,,,,,Island Safari 2,8,26,0,7776334,moosa@aimotravels.com,,3337756,,,,"Aimo Travels Pvt Ltd 
Lot No. 10019
Beach Road
Hulhumale' Republic of Maldives","Aimo Travels Pvt Ltd 
Lot No. 10019
Beach Road
Hulhumale', Republic of Maldives",,,no_island_provided,Vessel,,
522,Island Scuba Inn,guesthouse,,,2.0,Alifu Dhaalu,Okayge,7,14,0,9980287,fathmathsana-rauf@gmail.com,,,,,,"Abdul Rauf Abdul Samad
Blue Heaven
Dhangethi, Alif Dhaalu Atoll
Republic of Maldives","Abdul Samad Ahmed
Blue Heaven
Dhangethi, Alif Dhaalu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
523,Island Serenity,guesthouse,89.0,Dhiffushi,11.0,Kaafu,Feeroazu Vaadhee,7,14,0,7987552,fathy-22@hotmail.com,-,-,,,,"Capital Wave Pvt Ltd  
H. Nees, 4B,
Hithigas Magu,  
Male', Republic of Maldives","Fathimath Safiya  
Feeroazuge, 
Dhiffushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhiffushi
524,Island Vista Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Farumaa,14,28,0,9787648,islandvistathoddoo@gmail.com,,-,,,,"Island Vista Thoddoo 
Farumaa, Thoddoo, Alifu Alifu Atoll, Republic of Maldives","1. Hawwa Naseema 
Hazaarumaage, Thoddoo, Alifu Alifu Atoll, Republic of Maldives
2. Hassan Ibrahim
Island Maage, Thoddoo, Alifu Alifu Atoll, Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
525,Island Zephyr,guesthouse,163.0,Goidhoo,19.0,Shaviyani,Shine,10,20,0,7795264,senjpvtltd@gmail.com,,,,,,"Sen J Pvt Ltd
G. Etna
Kalhuhuraa Magu 
Male', Republic of Maldives","Zoona Ibrahim 
Hudhuveli 
Goidhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Goidhoo
526,Islandlifemaldives Retreat & Spa,guesthouse,133.0,Magoodhoo,16.0,Noonu,1.	Vidhuvaru  2.	Aavehi  3.	Vaadhee 4.	Tikana Magoodhoo,11,22,0,7457972,admin@islandlifemaldives.info,,,,,,"Islandlife Retreat & Spa Pvt Ltd 
H. Rabee ee Manzil 
Sosun Magu 
Male’, Republic of Maldives","Owner of Vidhuvaru:  
Aishath Yousuf 
Green House
F. Magoodhoo, Republic of Maldives 
Owner of Aavehi: 
Ibrahim Nasir 
Bluege,  F. Magoodhoo, Republic of Maldives
Owner of Vaadhee: 
Abdul Rahman Zahir 
Saljamuge, F. Magoodhoo, Republic of Maldives
Owner of Tikana: 
Abdul Sattar Sulaiman 
Dhaftharu No. RS 11737,
Republic of Maldives",,100.0,matched,Guest House,Noonu,Magoodhoo
527,Isle Inn,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,"Funaadu, Ramsis / Naibu Thuththu Hingun",7,14,0,9990392,issayoh@gmail.com,http://isleinnmaldives.com/,,,,,"The 14 (SP)
Ismail Ali Didi 
Dhoodigan, Vaijeheyge
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Aishath Ibrahim 
Funaadu, Kadholhumaage
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
528,Isle Royal Inn,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,"Dhoodigan, Fasfiya",4,8,0,9511223,isleroyalmv@gmail.com,www.isleroyalinn.com,,,,,"Hop Maldives Pvt Ltd,
Ma. Shainee,
Ameenee Magu,
Male', Republic of Maldives","Ahmed Hussain 
Maalegan, Shady Rest
Gn. Fuvahmulah
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
529,Ithaa Beach,guesthouse,175.0,Guraidhoo,20.0,Thaa,"Garden, Vidhuvaru Goalhi",4,8,0,7772768,ithaabeachmaldives@gmail.com,-,-,,,,"Ithaa Beach Maldives (SP) | Ahmed Hamdhaan 
Dhaftharu. No RS 13671, 
Male', Republic of Maldives","Afiya Ali
Abadhah Hiyaa
Guraidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
530,Ithaa Dhigurah,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,"Shine, Ocean Road",6,12,0,9498880,ithaadhigurah@gmail.com,http://www.ithaadhigurah.com/,-,,,,"Ithaa Dhigurah Pvt. Ltd. 
Valencia
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives","Abdul Latheef Abdul Kareem 
Valencia
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
531,Ithaa Inn Kamadhoo,guesthouse,26.0,Kamadhoo,3.0,Baa,"Ithaa, Feeroaz Magu",4,8,0,9572244,ithaainn.kamadhoo@gmail.com,http://www.ithaainnkamadhoo.com/,,,,,"Ithaa Inn Kamadhoo (SP)
Mohamed Shujau 
Ithaa
Kamadhoo, Baa Atoll
Republic of Maldives","Mohamed Shujau (A110893)
Ithaa
Kamadhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Kamadhoo
532,Ithaa Seaview,guesthouse,175.0,Guraidhoo,20.0,Thaa,"Nalakuri, Asaree Hingun",5,10,0,7772768,ithaabeachmaldives@gmail.com / hamdhaan888@gmail.com,-,,,,,"Ithaa Beach Maldives (SP) | Ahmed Hamdhaan
Shadhee Villa,
Dhevvadhoo, Gaafu Alifu Atoll, 
Republic of Maldives","Fathimath Mohamed 
Nalakuri
Guraidhoo, Kaafu
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
533,JA Manafaru,resort,,,9.0,Haa Alifu,,88,176,0,3344720,william.harleyfleming@dutco.com,,3344721,6500400,vlsd.reyes@jaresorts.com,6500400,"Jarh Maldives Pvt Ltd 
Marina Building, 7th Floor
Koli Umar Maniku Goalhi
Male', Republic of Maldives","Jarh Maldives Pvt Ltd 
Marina Building, 7th Floor
Koli Umar Maniku Goalhi
Male', Republic of Maldives",,,unmatched,Resort,Haa Alifu,Manafaru
534,Jail Break Surf Inn,guesthouse,,,11.0,Kaafu,Akiri,4,8,0,7779847,jailbreaksurfinn@gmail.com,,,,,,"Abdulla Ameen
Akiri
Himmafushi, Kaafu Atoll
Republic of Maldives","Khalida Moosa Fulhu
Sinah Ahmed
Shaadh Ahmed
Ibrahim Shaafee
Abdulla Ameen",,,unmatched,Guest House,Kaafu,Himmafushi
535,Jazeera Beach,homestay,23.0,Fulhadhoo,3.0,Baa,"Vilares, Shaheed Ali Hingun",2,4,0,7716394,saifullahrasheed57@gmail.com,-,-,,,,"Jazeera Beach (SP)
Ibrahim Rasheed 
Vilares
Shaheed Ali Hingun
Fulhadhoo, Baa Atoll
Republic of Maldives","Ibrahim Rasheed 
Vilares
Fulhadhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Home Stay,Baa,Fulhadhoo
536,Jenyva Inn,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Fathis, Boduthakurufaanu",8,16,0,9573886,thoddoosunriseinn@gmail.com,,,,,,"Ari investment 
Ali Aseef
Fathis
Thoddoo, Alifu Alifu Atoll
 Republic of Maldives","Ali Aseef 
Fathis
Thoddoo, Alifu Alifu Atoll
 Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
537,Jerrys Dive Lodge,guesthouse,6.0,Rasdhoo,1.0,Alifu Alifu,Hudhuasurumaage,5,10,0,7727876,jerry.diving@gmail.com,,,,,,"Jerry's Dive Maldives (SP)
Ali Muththalib 
Gulaabee Gulshan
Maradhoo, Seenu Atoll
Republic of Maldives","Haroon Mohamed 
Alimasge 
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Rasdhoo
538,Jeym Lodge,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Blue Berry Moonlight Goalhi,14,28,0,9160614,jeymlodge@gmail.com,www.jeymlodge.com,,,,,"Ran Karaa 
Ali Rasheed
Jeymgasdhoshuge
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Faheema Moosa 
Bluekiyaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
539,Joali Being Bodufushi,resort,,,17.0,Raa,,85,170,0,3005551,masoodh@momentum.com.mv,,,6583100,info.being@joali.com,,"Ali Bey Maldives Pvt Ltd
Ma. MF Building, 3rd Floor
Chaandhanee Magu
Male', Republic of Maldives","Ali Bey Maldives Pvt Ltd 
Ma. MF Building, 3rd Floor
Chaandhanee Magu
Male', Republic of Maldives",,,unmatched,Resort,Raa,Bodufushi
540,Joali Muravandhoo,resort,,,17.0,Raa,,80,160,0,3305515,pa@momentum.com.mv,,,6584400,masoodh@momentum.com.mv,6584404,"Ali Bey Maldives Pvt Ltd 
Ma. MF Building, 3rd Floor
Chaandhanee Magu
Male', Republic of Maldives","Ali Bey Maldives Pvt Ltd
Ma. MF Building, 3rd Floor
Chaandhanee Magu
Male', Republic of Maldives",,,unmatched,Resort,Raa,Muravandhoo
541,Joy Island,resort,,,11.0,Kaafu,Plot of Lagoon  4° 30' 35.50'' N 73° 39' 57.99'' E,153,306,0,6626888 / 6649966 / 3016888,"booking@cocoonmaldives.com
info@cocoonmaldives.com",,,6626888,alex@cocoonmaldives.com; akbar@akbar.com,6626888,"Joy Resort Pvt Ltd 
H. Sonary, 2nd Floor,
Boduthakurufaanu Magu,
Male', Republic of Maldives","AB Lagoon Pvt Ltd
H. Sonary, 2nd Floor,
Boduthakurufaanu Magu,
Male', Republic of Maldives",,,unmatched,Resort,Kaafu,Island 1 Plot of Lagoon
542,Jumeirah Maldives Olhahali Island,resort,,,11.0,Kaafu,,91,182,0,"7731865
7951795","lamaan@sandalawyers.com
sama@sandalawyers.com",,-,6682600,reservations.jmh@jumeirah.com,-,"Grand Meridian Pvt Ltd 
H. #04-01, Millennia Tower,
10 Ameer Ahmed Magu,
Male', Republic of Maldives","Trifidus Investments Pvt Ltd 
M. Kaneeru Villa, 6th Floor,
Orchid Magu,
Male', Republic of Maldives","Maldives 1 Hospitality Pvt Ltd 
H. Millenia Tower, #02-01,
10 Ameer Ahmed Magu,
Male', Republic of Maldives",,unmatched,Resort,Kaafu,Olhahali
543,Jupiter Sunrise Lodge,guesthouse,187.0,Keyodhoo,21.0,Vaavu,Jupitor,4,8,0,7973856,info@jupiter-sunrise-lodge.com,www.jupiter-sunrise-lodge.com,-,,,,"Jupiter Sunrise Lodge (SP-) | Hussain Hafiz
Jupiter
Keyodhoo, Vaavu Atoll
Republic of Maldives","Hussain Hafiz
Jupiter, 
Keyodhoo, Vaavu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Keyodhoo
544,JW Marriott Kaafu Atoll Island Resort,resort,,,11.0,Kaafu,Kaafu - Hathaafinolhu,86,172,0,3005515,Ibrahim.ishfaaq@momentum.com.mv,,-,665-6666,https://www.marriott.com/en-us/hotels/mlejm-jw-marriott-maldives-kaafu-atoll-island-resort/overview/,665-6666,"Bayswater Maldives Pvt Ltd
M. Faamdheyrige Building, 5th floor, Unit C, 
Orchid Magu, 
Male', Republic of Maldives","Bayswater Maldives Pvt Ltd
M. Faamdheyrige Building, 5th floor, Unit C, 
Orchid Magu, 
Male', Republic of Maldives","Marriott Hotels Maldives Pvt Ltd 
H. Millennia Tower, #04-01, 
10 Ameer Ahmed Magu, 
Male', Republic of Maldives",,unmatched,Resort,Kaafu,Hathaafinolhu
545,JW Marriott Maldives Resort & Spa,resort,,,19.0,Shaviyani,,86,159,0,3006966,"lamaan@suoodanwar.com
shahdy@suoodanwar.com",,3006696,6545555,jw.mlejs.rsvn@marriothotels.com,,"Bon Free Private Limited
H. Aage, Boduthakurufaanu Magu
Male', Republic of Maldives
www.viceroyhotelsandresorts.com","Bon Free Private Limited
H. Aage, Boduthakurufaanu Magu
Male', Republic of Maldives
www.viceroyhotelsandresorts.com","Marriott Hotels Maldives Pvt Ltd 
H. Orchidmaage, 1st Floor
Ameer Ahmed Magu
Male', Republic of Maldives",,unmatched,Resort,Shaviyani,Vagaru
546,K Inn,guesthouse,95.0,Kaashidhoo,11.0,Kaafu,"Fair View, Antenna Magu",8,16,0,7922272 / 9999912,bestpricehardware@live.com,-,--,,,,"Circuit City (SP) | Mohamed Shareef 
Hulhumale' Lot no. 11065, Male', Republic of Maldives","Yoosuf Shujau
Day Light 
Kaashidhoo , Kaafu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Kaashidhoo
547,Kaafu Inn,guesthouse,175.0,Guraidhoo,20.0,Thaa,Hudhufas,4,8,0,9797991,kaafuinn@gmail.com,,9149183,,,,"Kaafu Inn (SP)
Wafir Abdul Razzag 
Hudhufas, Gulsamfaa Magu
Guraidhoo, Kaafu Atoll
Republic of Maldives","Wafir Abdul Razzag 
Hudhufas, Gulsamfaa Magu
Guraidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
548,Kaani Beach,guesthouse,96.0,Maafushi,11.0,Kaafu,"Raiyvilaage, Valu Magu",18,36,0,9889090,info@kaanihotels.com,-,-,,,,"Asna Investment Pvt Ltd 
H. Marvel, 
Filigas Magu,
Male', Republic of Maldives","Mukhthar Mohamed, 
Raiyvilaage, 
Maafushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
549,Kaani Grand Seaview,guesthouse,96.0,Maafushi,11.0,Kaafu,Vaijeheyge,56,112,0,9889090,info@kaanihotels@.com,www.kaanigrandseaview.com,-,,,,"Kaani Hotels and Tours Pvt Ltd  
H. Ocean Villa 
Kaani Goalhi 
Male'. Republic of Maldives""","1. Moosa Galib
Vaijeheyge, Maafushi, Kaafu Atoll Republic of Maldives  2. Sheeza Hassan
Vaijeheyge, Maafushi, Kaafu Atoll Republic of Maldives 
3. Hussain Kaub
Vaijeheyge, Maafushi, Kaafu Atoll Republic of Maldives 4. Ali Hassan  
Vaijeheyge, Maafushi, Kaafu Atoll Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
550,Kaani Palm Beach,guesthouse,96.0,Maafushi,11.0,Kaafu,"Relic, Ziyaaraiy Magu",105,210,0,"7771187
7778493
7988553",info@kaanimaldives.com,http://www.kaanipalm.com/,,,,,"Asna Investments Pvt Ltd 
H. Marvel
Roashanee Magu
Male', Republic of Maldives","1. Shauza Aslam 
Faalandhoshuge, K. Maafushi, Republic of Maldives
2. Aishath Aan Aslam 
Maavadiaage, K. Maafushi, Republic of Maldives
3. Ahmed Akyan Aslam 
Maavadiaage, K. Maafushi, Republic of Maldives
4. Ibrahim Ashham 
Maavadiaage, K. Maafushi, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
551,Kaani Village,guesthouse,96.0,Maafushi,11.0,Kaafu,"Athamaage, Mirihi Magu",20,40,0,9113626 / 3004838,info@kaanibeach.com,www.kaanibeach.com,-,,,,"Asna Investment Pvt Ltd 
H. Marvel,
Filigas Magu
Male', Republic of Maldives","Surayya Ismail 
Finifen Villa,
Maafushi, Kaafu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
552,Kagi Maldives Resort and Spa,resort,,,11.0,Kaafu,https://kagimaldives.com/,50,100,0,3326712,cfo@champaresorts.com,,-,6640123,info@kagimaldives.com,6640664,"Kagi Development Pvt Ltd 
Champa Building, 3rd Floor
Kandi Dhon Maniku Goalhi
Male', Republic of Maldives","Kagi Development Pvt Ltd
Champa Building, 3rd Floor
Kandi Dhon Maniku Goalhi
Male', Republic of Maldives",,,unmatched,Resort,Kaafu,Kagi
553,Kahanbu Ocean View,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,"1. Ihaa & 2. Aligaa Hulhangubai, Neruvelimagu",3,6,0,7715839,chikaa_83@yahoo.com,,,,,,"Kahanbu Ocean View (SP)
Hassan Nasih 
Bahaaru Moosum
Thulusdhoo, Kaafu Atoll
Republic of Maldives","Owner of Ihaa:
Ahmed Asif 
Aligaa, Thulusdhoo, Kaafu Atoll
Republic of Maldives  
Owner of Aligaa Hulhangubai:
Aminath Ulfa 
Aligaa
Thulusdhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
554,Kailani,vessel,,,,,,4,8,0,7796181,hassan.mohamed@crowe.mv,,,,,,"Seagency Maldives Pvt Ltd
Ma. Favorite, 7th Floor
Male', Republic of Maldives","Seagency Maldives Pvt Ltd
Ma. Favorite, 7th Floor
Male', Republic of Maldives",,,no_island_provided,Vessel,,
555,Kamadhoo Inn,guesthouse,26.0,Kamadhoo,3.0,Baa,"Moon Light, Roashanee Magu",16,32,0,7989721,info@kamadhooinn.com,http://www.kamadhooinn.com/,,,,,"Mare Travellers (SP)
Abdulla Naseef 
Hadhubalaage
Hulhudhoo, Seenu Atoll
Republic of Maldives","1. Sardha Saeed 
Hulhu Male' Goathi 11252, Male', Republic of Maldives
2. Mohamed Saneez 
H. Sunny Rose, Male', Republic of Maldives
3. Sabeena Saeed 
H. Sunny Rose, Male', Republic of Maldives 
4. Sharmeela Saeed 
Hulhu Male' Goathi 11316, Male', Republic of Maldives",,100.0,matched,Guest House,Baa,Kamadhoo
556,Kamana,vessel,,,,,Kamana,6,12,0,7933850,generalmanager@meeru.com,,6640152,,,,"Kasa Holdings Pvt Ltd 
M. Champa Building, 3rd Floor, 
Kandidhonmaniku Goalhi, 
Male', Republic of Maldives","Kasa Holdings Pvt Ltd 
M. Champa Building, 3rd Floor, 
Kandidhonmaniku Goalhi, 
Male', Republic of Maldives",,,no_island_provided,Vessel,,
557,Kanbulo House Maldives,guesthouse,94.0,Huraa,11.0,Kaafu,"Hedheykuri, Kulhitherey Magu",6,12,0,7841843,kanbulohotelsmv@gmail.com,www.kanbulohotels.com,-,,,,"Legend Retreat Maldives (SP) | 
Umar Amjad Saeed
V. Sina Male' 4 2-06, Male' Hingun, 
Male', Republic of Maldives","Mohamed Shameem 
Hedheykuri, 
Huraa, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Huraa
558,Kandi Hibaru,vessel,,,,,Kandi Hibaru,6,18,0,9737387,ubeymabaz@gmail.com,,,,,,"Ubaidhulla Naif 
M. Fehivinage
Male', Republic of Maldives","Maldives Finance leasing company Pvt Ltd
H. Filigasdhoshuge, 4th Floor
Ameer Ahmed Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
559,Kandima Maldives,resort,,,4.0,Dhaalu,,272,544,0,7980082,imdad.mohamed@pulseresorts.com,,,676 0077,mykindofplace@kandima.com,676 0077,"Kandinma Holdings Pvt Ltd 
M. Kaneeru Villa, 04th Floor
Orchid Magu
Male', Republic of Maldives","Kandinma Holdings Pvt Ltd 
M. Kaneeru Villa, 04th Floor
Orchid Magu
Male', Republic of Maldives",,,unmatched,Resort,Dhaalu,Kadinma
560,Kandolhu Maldives,resort,,,1.0,Alifu Alifu,,30,60,0,"6680789 / 6680790
3323080",www.kandholhu.com,,"6680788
3333618",668 0790,info@kandolhu.com,668 0790,"Kandholhudhoo Holdings Pvt Ltd 
39 Orchid Magu, 
Male', Republic of Maldives","Kandholhudhoo Island Investments Pvt. Ltd. 
39 Orchid Magu,
Male', Republic of Maldives",-,,unmatched,Resort,Alifu Alifu,Kandholhudhoo
561,Karaa Village,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Vaadhee, Shaheedhu Ali Hingun",6,12,0,9674895,karaavillage@gmail.com,,,,,,"Karaa Village (SP)
Aishath Shaheeba 
G. Snow Line
Handuvarudhey Goalhi
Male', Republic of Maldives","Adam Naseem 
Dhaftharu No RS 3235
Male', Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
562,Karanka Villas,guesthouse,16.0,Mahibadhoo,2.0,Alifu Dhaalu,Karankaage,5,10,0,7772125,kvillasmaldives@gmail.com,,,,,,"Karanka Guest House 
Abdul Hameed Abdul Haadhee 
Hudhuveli
Mahibadhoo, Alifu Dhaalu Atoll 
Republic of Maldives","1. Aishath Hassan, Karankaage, ADh. Mahibadhoo, Republic of Maldives 
2. Shamila Adam, Karankaage, ADh. Mahibadhoo, Republic of Maldives 
3. Shaheeda Adam, Karankaage, ADh. Mahibadhoo, Republic of Maldives 
4. Saeeda Adam, Karankaage, ADh. Mahibadhoo, Republic of Maldives 
5. Mohamed Shahid, Karankaage, ADh. Mahibadhoo, Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Mahibadhoo
563,Kayak Inn Vilufushi,homestay,184.0,Vilufushi,20.0,Thaa,"Sosunge, Raalhueri Magu",3,6,0,9995657 /9394666,info@kayakinnvilufushi.com,www.kayakinnvilufushi.com ,,,,,"Ali Lisan 
Gulfaamuge
Buruni, Thaa Atoll
Republic of Maldives","Hussain Saleem 
H. Mariyammaage
Lonuziyaaraiy Magu
Republic of Maldives",,100.0,matched,Home Stay,Thaa,Vilufushi
564,Kazu Inn,guesthouse,136.0,Velidhoo,16.0,Noonu,Viena,3,6,0,7429444,kazuinn786@gmail.com,www.kazumaldives.com,-,,,,"Kazu Maldives (SP | Hinna Khalid 
H. Valhufehi 2B, 
Buruzu Magu, 
Male', Republic of Maldives","Legal heir of late Abdul Rahman Moosa | Aishath Shaaiha 
Viena, 
Velidhoo, Noonu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Noonu,Velidhoo
565,Keana,vessel,,,,,Keana,8,16,0,"7773929
7779923",mal-dive@dhivehinet.net.mv,,3350703,,,,"Mal-Dive Enterprises Pvt Ltd 
Ma. Freeshia
Chaandhanee Magu
Male' Republic of Maldives","Mal-Dive Enterprises Pvt Ltd 
Ma. Freeshia
Chaandhanee Magu
K. Male' Republic of Maldives",,,no_island_provided,Vessel,,
566,Kefi,vessel,,,,,Kefi,5,14,0,7775248,hassanbessey@gmail.com,,,,,,"Peha Pvt Ltd 
G. Parindhaage, 1st Floor
Heriyaa Magu
Male', Republic of Maldives","Kefi Pvt Ltd 
H. Meerubahuruge Aage
Ameer Ahmed MAgu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
567,Kendhoo Holidays,guesthouse,27.0,Kendhoo,3.0,Baa,"Irumatheege, Rahvehi Magu",5,10,0,7974432,kendhooholidays@gmail.com,www.kendhooholidays.com,,,,,"Vani Maldives Pvt Ltd 
Muniyaage
Kendhoo, Baa Atoll
Republic of Maldives","Abdul Haris Yoosuf 
Irumatheege
Kendhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Kendhoo
568,Kethi,vessel,,,,,,7,14,0,3323617,admin@voyagesmaldives.com,,,,,,"Voyages Maldives Pvt. Ltd. 
Fareedhee Magu
Male', Republic of Maldives","Seagull Group Pvt Ltd
Narugis, Chaandhanee Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
569,Kethi Stay,guesthouse,166.0,Lhaimagu,19.0,Shaviyani,Kethi,4,8,0,9990457,uhahs@icloud.com,,,,,,"Coffee Town 
Shabana Latheef 
Jamsareeruge
Lhaimagu, Shaviyani Atoll
Republic of Maldives","Shabana Latheef 
Kethi
Lhaimagu, Shaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Shaviyani,Lhaimagu
570,Keveli Guesthouse,guesthouse,,,11.0,Kaafu,Keveli,6,12,0,7416033,mnashid2012@gmail.com,,,,,,"Keveli Guesthouse (SP) /Vidaadh Thaufeeg 
Samrock
K. Hinmafushi
Republic of Maldives","Vidaadh Thaufeeg 
Samrock
K. Hinmafushi
Republic of Maldives",,,unmatched,Guest House,Kaafu,Himmafushi
571,Kiha Beach,guesthouse,19.0,Dharavandhoo,3.0,Baa,HaveliShagefee House,20,40,0,"7796699
7761495",info@kihabeach.com,www.kihabeach.com,,,,,"Penions Maldives Pvt 
M. Hudhuasurumaage
Male', Republic of Maldives","(Haveli)
1.Ibrahim Shafeeg 
Violetge, B. Dharavandhoo
Republic of Maldives

(Shageefee House)
2. Moosa Fathuhee 
Thinadhooge, B. Dharavandhoo
Republic of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
572,Kihaa Holiday Home,guesthouse,28.0,Kihaadhoo,3.0,Baa,"Sea Star, Maafarivaa Hingun, B. Kihaadhoo, Rep. of Maldives",4,8,0,7795883,reservations@kihaaholidays.com,www.kihaaholiday.com,,,,,"Awesome Deal (SP)
Mohamed Zubair 
Roashaneege
Kihaadhoo, Baa Atoll
Republic of Maldives","Ahmed Naseem 
Roashaneege
Kihaadhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Kihaadhoo
573,Kilavethi Retreat,homestay,153.0,Hithadhoo,18.0,Seenu,"Abadha'ufaa,Filigas Magu",5,10,0,9732091,reservations@maafendhoo-mv.com,-,-,,,,"Maafenddhoo Ventures Pvt Ltd, 
Bloomy, 
Kandhuvalu Magu, 
Hithadhoo, Seenu Atoll, 
Addu City, Republic of Maldives","Mohamed Naseer, 
Foolhumaage, 
Feydhoo, Seenu Atoll, 
Addu City, Republic of Maldives",,100.0,matched,Home Stay,Seenu,Hithadhoo
574,Kinan Boutique,guesthouse,186.0,Fulidhoo,21.0,Vaavu,Newlight,17,34,0,7797968,ramxi21@gmail.com,https://kinanhotels.com/,-,,,,"Kinan Holdings Pvt Ltd 
Finihiyaage, Ground Floor, 
Fulidhoo, Vaavu Atoll, Republic of
Maldives","Ahmed Shahid 
Hazaarumaage, 
Fulidhoo, Vaavu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
575,Kinan Retreat,guesthouse,186.0,Fulidhoo,21.0,Vaavu,Fenkuri,9,18,0,7797968,ramxi21@gmail.com,-,-,,,,"Kinan Holdings Pvt Ltd -
Finihiyaage, Ground floor, Fulidhoo, Vaavu Atoll, Republic of Maldives","Haneefa Yoosuf 
Rocket, Kudarikilu, Baa Atoll, Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
576,Kinbi Private Villa,homestay,163.0,Goidhoo,19.0,Shaviyani,"Kinbi,  Bodu Magu",5,10,0,7771651,majid1037@gmail.com,-,-,,,,"Kinbi Investment (SP)
Abdul Majid 
G. Creamge,
Sabdheriya Magu
Male', Republic of Maldives","Abdul Majid 
G. Creamge,
Male', Republic of Maldives",,100.0,matched,Home Stay,Baa,Goidhoo
577,Kingsway Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Hazaarumaage,12,24,0,7912833,kingswaythoddoo@gmail.com,,,,,,"Hassan Miraz
Guraha 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Aminath Hassan 
Guraha 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
