island_id,council_contact_name,council_contact_number,police_station_name,police_contact_number,medical_facilities_desc,medical_contact_numbers,nearest_airport,how_to_get_there,sea_travel_info,air_travel_info,speedboat_operators,speedboat_contact,flight_operators,flight_contact,info_link
164,Island Focal Point,+960991 4060,Police Station,+960977 0151,Health Center,+960654 0091,Funadhoo Airport,Origin: Male'; Speed Boat Charter 3 hours 50 minutes from Male' to Komandoo,Speed Boat Charter 3 hours 50 minutes from Male' to Komandoo,,Saazee 4; Ulhiashi; Flying Fish,+9607719446; +9607742507; +9607910799,,,https://islands.mv/islands/shaviyani-komandoo
165,Island Focal Point,9606540051,Police Station,+969 792 2367,Health Center,9606540614,Funadhoo Airport,Origin: Velana International Airport; Flight 40 minutes from Velana International Airport to Funadhoo Airport and 10 minutes transfer to Lhaimagu by speedboat,,Flight 40 minutes from Velana International Airport to Funadhoo Airport and 10 minutes transfer to Lhaimagu by speedboat,,,Maldivian,9603335544,
166,,,,,,,Funadhoo Airport,,,,,,,,
167,Island Focal Point,+960779 7685,Police Station,9609770151,Health Center,+960654 0612,Funadhoo Airport,Origin: Male'; Speed Boat Charter 4 hours 10 minutes from Male' to Maroshi,Speed Boat Charter 4 hours 10 minutes from Male' to Maroshi,,Flying Fish,9607910799,,,https://islands.mv/islands/shaviyani-maroshi-2
168,Island Focal Point,9607495979,Police Station,9609183997,Health Center,9606540519,Funadhoo Airport,Origin: Male'; Speed Boat Charter 4 hours 15 minutes from Male' to Milandhoo,Speed Boat Charter 4 hours 15 minutes from Male' to Milandhoo,,Hope Travels; Furaagu 2; Flying Fish,+9609970175; +9607711195; +9607910799,,,https://islands.mv/islands/shaviyani-milandhoo
169,Island Focal Point,9606540049,Police Station,9609183997,Health Center,+960654 0050,Funadhoo Airport,Origin: Male'; Speed Boat Charter 4 hours 10 minutes from Male' to Narudhoo,Speed Boat Charter 4 hours 10 minutes from Male' to Narudhoo,,Hope Travel; Flying Fish,+9609970175; +9607910799,,,https://islands.mv/islands/shaviyani-narudhoo
170,Island Focal Point,9606540049,Police Station,9609183997,Health Center,9606540050,Kulhudhuffushi Airport,,,,,,,,
171,Aminath Shabeena -Council Officer,+960795 7772,Bruni Police Desk,9609641414,Health center,+9606780554,Dhaalu Airport,Origin: Kudahuvadhoo; Dhoani Ferry 4 hours from Kudhahuvadhoo (Dhaalu Airport); Speed Boat Ferry 20 minutes from Kudahuvadhoo (Dhaalu Airport) to Bruni,Dhoani Ferry 4 hours from Kudhahuvadhoo (Dhaalu Airport); Speed Boat Ferry 20 minutes from Kudahuvadhoo (Dhaalu Airport) to Bruni,,Adam Mohanmadhufulhu,9607777937,,,https://islands.mv/islands/thaa-bruni
172,Ahmed Moosa-Council President,+960790 1204,Police Desk,+960955506,Health center,+9606780621,Thimarafushi Airport,Origin: Velana International Airport; Speed Boat Ferry 2.5 hour from Velana International Airport to Dhiyamigili; Flight 50 minutes from Velana International Airport to Thimarafushi airport,Speed Boat Ferry 2.5 hour from Velana International Airport to Dhiyamigili,Flight 50 minutes from Velana International Airport to Thimarafushi airport,Nayaa Speed; Aain,+9607837777; +9609718098,,,https://islands.mv/islands/thaa-dhiyamigili
173,Mohamed Shareef-Council Officer,+960753 9641,Thimarafushi Police Station,9609792269,Health Center,+960678 0030,Thimarafushi Airport,Origin: Male'; Speed Boat Ferry 5 hours from Velana International Airport (Male') to Gaadhiffushi.,Speed Boat Ferry 5 hours from Velana International Airport (Male') to Gaadhiffushi.,,Ektimo,+960777-0970,,,https://islands.mv/islands/thaa-gaadhiffushi
174,Abdulla Yamin- Sports Councillor,+960793 9995,Guraidhoo Police Station,9609800113,Health Center,+960913 3448,Thimarafushi Airport,Origin: Thimarafushi; Speed Boat Ferry 40 Minutes from Thimarafushi to Guraidhoo,Speed Boat Ferry 40 Minutes from Thimarafushi to Guraidhoo,,Sea Fly; Relax Speed,+960791-3520; +960975-2855,,,https://islands.mv/islands/thaa-guraidhoo
175,Ahmed Haisham- Assistant Council Officer,+960967 8889,Hirilandhoo Police Station,9609980079,Health Center,+9606780532,Thimarafushi Airport,Origin: Thimarafushi; Dhoani Ferry Speed Boat Ferry 30 Minutes from Thimarafushi Airport,Dhoani Ferry Speed Boat Ferry 30 Minutes from Thimarafushi Airport,,Adam Fulhu- Hirilandhoo; Ali Hameed- Hirilandhoo,+960777-7937; +960999-9803,,,https://islands.mv/islands/thaa-hirilandhoo
176,Ahmed Reehan- Council President,+960759 5221,Police Station,00,Health Center,00,Thimarafushi Airport,Origin: Thimarafushi; Speed Boat Ferry 20 minutes to Kandoodhoo,Speed Boat Ferry 20 minutes to Kandoodhoo,,Vision Express,+960795-4381,,,https://islands.mv/islands/thaa-kan-doodhoo
177,Ahmed Mohamed- Project Officer,+960951 0825,Police Station,+9609790341,Health Post,+9606780625,Thimarafushi Airport,Origin: Thimarafushi; Speed Boat Charter,Speed Boat Charter,,Sea Fly; Relax King,+960738-3731; +960912-2377,,,https://islands.mv/islands/thaa-kin-bidhoo
178,Hussain Riza - Council Executive,+960767 0309,Madifushi Police Station,9609868475,Health Center,+9606780619,Thimarafushi Airport,Origin: Thimarafushi; Dhoani Ferry 2 Hours from Thimarafushi to Madifushi,Dhoani Ferry 2 Hours from Thimarafushi to Madifushi,,MTCC Ferry - Madifushi,+960799-8821,,,https://islands.mv/islands/thaa-madifushi
179,Qassan Hussain- Associate Council Officer,+960968 9869,Police Station,00,Health Center,00,Thimarafushi Airport,Origin: Male'; Speed Boat Charter 3 Hour from Male' to Omadhoo and 20 Minutes from Thimarafushi to Omadhoo,Speed Boat Charter 3 Hour from Male' to Omadhoo and 20 Minutes from Thimarafushi to Omadhoo,,Sea Fly- Omadhoo; Relax Speed- Omadhoo,+960984-0627; +960911-3811,,,https://islands.mv/islands/thaa-omadhoo
180,Ahmed Ali - Assistant Council Executive,+960794 7969,Thimarafushi Police Station,+9609792269,Health center,+9606780503,Thimarafushi Airport,Origin: Male'; Dhoani Ferry 14 Hours from Male' to Thimarafushi; Speed Boat Charter 4 Hours from Male' to Thimarafushi,Dhoani Ferry 14 Hours from Male' to Thimarafushi; Speed Boat Charter 4 Hours from Male' to Thimarafushi,,Aarasthu- Thimarafushi; Nafaa - Thimarafushi,+960784-3062; +960965-1402,,,https://islands.mv/islands/thaa-thimarafushi
181,Mariyam Shuhudhaa- Council Officer,+960767 7117,Police Station,00,Health Center,00,Thimarafushi Airport,Origin: Thimarafushi; Speed Boat Charter 30 Minutes from Thimarafushi to Vandhoo,Speed Boat Charter 30 Minutes from Thimarafushi to Vandhoo,,Abdul Latheef- Vandhoo,+960795-4381,,,https://islands.mv/islands/thaa-vandhoo
182,Adam Shareef - Assistant Council Executive,+960977 8473,Police Station,+9609568475,Thaa Atoll Hospital,+9606780057,Thimarafushi Airport,Origin: Male'; Speed Boat Ferry 4 Hours from Male' to Veymandoo,Speed Boat Ferry 4 Hours from Male' to Veymandoo,,Relax Speed- Veymandoo,+960912-2377,,,https://islands.mv/islands/thaa-veymandoo
183,Fathimath Fazeela - Council Officer,+960996 9798,Vilifushi Police Station,9609791854,Health Center,+9606780043,Thimarafushi Airport,Origin: Thimarafushi; Speed Boat Ferry 45 Minutes from Thimarafushi to Vilufushi,Speed Boat Ferry 45 Minutes from Thimarafushi to Vilufushi,,Relax Speed; Ektimo Sea Fly Express,+960912-2377; +960773-1759,,,https://islands.mv/islands/thaa-vilufushi
184,Island Focal Point,9606700720,Police Station,9603322111,Vaavu Atoll Hospital,9606700029,Velana International Airport,Origin: Male'; Speed Boat Charter 1 hour 30 minutes from Male' to Felidhoo,Speed Boat Charter 1 hour 30 minutes from Male' to Felidhoo,,Dhuweli; Sequence; Goma Launch; Dreams Speed,+9609973476; +9607953999; +9607908720; 7948865,,,https://islands.mv/islands/vaavu-felidhoo
185,Island Focal Point,9606700603,,,Health Center,9606700605,Velana International Airport,,,,,,,,https://islands.mv/islands/vaavu-fulidhoo
186,Island Focal Point,9606700601,,,Health Center,9606700039,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour 30 minutes from Male' to Keyodhoo; Speed Boat Charter 1 hour 30 minutes from Male' to Keyodhoo,Speed Boat Ferry 1 hour 30 minutes from Male' to Keyodhoo; Speed Boat Charter 1 hour 30 minutes from Male' to Keyodhoo,,Dreams Speed,7948865,,,https://islands.mv/islands/vaavu-keyodhoo
187,Island Focal Point,9606700602,,,Health Center,9606700607,Velana International Airport,,,,,,,,https://islands.mv/islands/vaavu-rakeedhoo
188,Abdulla Zareer,9606700604,Thinadhoo Police Desk,9609552282,Health Center,+9607423980,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour 30 minutes from Velana International Airport,Speed Boat Ferry 1 hour 30 minutes from Velana International Airport,,MTCC,9607998821,,,https://islands.mv/islands/vaavu-thinadhoo
189,,,,,,,,,,,,,,,
